"","...1","state_code","county_code","site_number","parameter_code","poc","latitude","longitude","datum","parameter","sample_duration_code","sample_duration","pollutant_standard","metric_used","method","year","units_of_measure","event_type","observation_count","observation_percent","validity_indicator","valid_day_count","required_day_count","exceptional_data_count","null_observation_count","primary_exceedance_count","secondary_exceedance_count","certification_indicator","arithmetic_mean","standard_deviation","first_max_value","first_max_datetime","second_max_value","second_max_datetime","third_max_value","third_max_datetime","fourth_max_value","fourth_max_datetime","first_max_nonoverlap_value","first_max_n_o_datetime","second_max_nonoverlap_value","second_max_n_o_datetime","ninety_ninth_percentile","ninety_eighth_percentile","ninety_fifth_percentile","ninetieth_percentile","seventy_fifth_percentile","fiftieth_percentile","tenth_percentile","local_site_name","site_address","state","county","city","cbsa_code","cbsa","date_of_last_change"
"105",25,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",5084,90,"Y",220,245,0,796,0,0,"Certified",0.0486,0.012428,0.082,2014-05-05 17:00:00,0.08,2014-05-04 17:00:00,0.079,2014-05-03 16:00:00,0.079,2014-05-16 17:00:00,NA,NA,NA,NA,0.079,0.079,0.072,0.065,0.056,0.048,0.033,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-16
"106",26,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",5323,90,"Y",220,245,0,0,0,0,"Certified",0.043641,0.011566,0.076,2014-05-05 14:00:00,0.076,2014-05-17 14:00:00,0.073,2014-05-04 12:00:00,0.073,2014-05-16 12:00:00,NA,NA,NA,NA,0.073,0.072,0.068,0.058,0.05,0.043,0.03,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-16
"107",27,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",5323,90,"Y",220,245,0,0,2,2,"Certified",0.043641,0.011566,0.076,2014-05-05 14:00:00,0.076,2014-05-17 14:00:00,0.073,2014-05-04 12:00:00,0.073,2014-05-16 12:00:00,NA,NA,NA,NA,0.073,0.072,0.068,0.058,0.05,0.043,0.03,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-16
"108",28,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2014,"Parts per million","No Events",3771,89,"Y",218,245,0,0,5,5,"Certified",0.043312,0.011716,0.076,2014-05-05 14:00:00,0.076,2014-05-17 14:00:00,0.073,2014-05-04 12:00:00,0.073,2014-05-16 12:00:00,NA,NA,NA,NA,0.073,0.072,0.067,0.058,0.05,0.043,0.029,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-16
"109",29,28,"049","0010",44201,1,32.385731,-90.1412,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",4735,84,"Y",206,245,0,1145,0,0,"Certified",0.042485,0.011006,0.068,2014-05-23 14:00:00,0.068,2014-06-12 10:00:00,0.067,2014-03-21 16:00:00,0.066,2014-05-04 11:00:00,NA,NA,NA,NA,0.067,0.066,0.061,0.056,0.05,0.043,0.028,"Jackson FS19","5810 Ridgewood Rd","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"110",30,28,"049","0010",44201,1,32.385731,-90.1412,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",4958,84,"Y",205,245,0,0,0,0,"Certified",0.038015,0.010455,0.061,2014-03-21 15:00:00,0.061,2014-05-04 09:00:00,0.061,2014-05-05 08:00:00,0.06,2014-04-23 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.052,0.045,0.039,0.024,"Jackson FS19","5810 Ridgewood Rd","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"111",31,28,"049","0010",44201,1,32.385731,-90.1412,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",4958,84,"Y",205,245,0,0,0,0,"Certified",0.038015,0.010455,0.061,2014-03-21 15:00:00,0.061,2014-05-04 09:00:00,0.061,2014-05-05 08:00:00,0.06,2014-04-23 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.052,0.045,0.039,0.024,"Jackson FS19","5810 Ridgewood Rd","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"112",32,28,"049","0010",44201,1,32.385731,-90.1412,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2014,"Parts per million","No Events",3508,84,"Y",206,245,0,0,0,0,"Certified",0.037903,0.010481,0.061,2014-03-21 15:00:00,0.061,2014-05-04 09:00:00,0.061,2014-05-05 08:00:00,0.06,2014-04-23 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.052,0.045,0.039,0.024,"Jackson FS19","5810 Ridgewood Rd","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"113",33,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2014,"Parts per million","No Events",7651,86,"Y",210,245,0,1109,0,0,"Certified",0.044271,0.011348,0.078,2014-08-15 13:00:00,0.069,2014-03-21 15:00:00,0.069,2014-05-03 17:00:00,0.068,2014-05-04 11:00:00,NA,NA,NA,NA,0.069,0.068,0.064,0.06,0.052,0.046,0.038,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"114",34,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",7988,85,"Y",209,245,0,0,0,0,"Certified",0.039646,0.010789,0.068,2014-08-15 10:00:00,0.064,2014-03-21 14:00:00,0.064,2014-05-03 10:00:00,0.064,2014-05-04 09:00:00,NA,NA,NA,NA,0.064,0.062,0.057,0.054,0.047,0.041,0.034,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"115",35,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",7988,85,"Y",209,245,0,0,0,0,"Certified",0.039646,0.010789,0.068,2014-08-15 10:00:00,0.064,2014-03-21 14:00:00,0.064,2014-05-03 10:00:00,0.064,2014-05-04 09:00:00,NA,NA,NA,NA,0.064,0.062,0.057,0.054,0.047,0.041,0.034,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"116",36,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2014,"Parts per million","No Events",5657,86,"Y",211,245,0,0,0,0,"Certified",0.039621,0.010763,0.068,2014-08-15 10:00:00,0.064,2014-03-21 14:00:00,0.064,2014-05-03 10:00:00,0.064,2014-05-04 09:00:00,NA,NA,NA,NA,0.064,0.062,0.057,0.054,0.047,0.041,0.034,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-16
"117",37,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET",2014,"Parts per million","No Events",7595,92,"Y",225,245,0,1165,0,0,"Certified",0.040271,0.010352,0.071,2014-05-05 15:00:00,0.069,2014-05-03 15:00:00,0.067,2014-04-19 14:00:00,0.066,2014-05-04 12:00:00,NA,NA,NA,NA,0.067,0.064,0.057,0.053,0.047,0.042,0.035,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-16
"118",38,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",7865,89,"Y",219,245,0,0,0,0,"Certified",0.035982,0.01034,0.067,2014-05-05 10:00:00,0.064,2014-05-04 10:00:00,0.063,2014-05-03 10:00:00,0.062,2014-04-19 10:00:00,NA,NA,NA,NA,0.063,0.06,0.052,0.049,0.044,0.038,0.032,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-16
"119",39,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2014,"Parts per million","No Events",7865,89,"Y",219,245,0,0,0,0,"Certified",0.035982,0.01034,0.067,2014-05-05 10:00:00,0.064,2014-05-04 10:00:00,0.063,2014-05-03 10:00:00,0.062,2014-04-19 10:00:00,NA,NA,NA,NA,0.063,0.06,0.052,0.049,0.044,0.038,0.032,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-16
"120",40,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2014,"Parts per million","No Events",5547,88,"Y",216,245,0,0,0,0,"Certified",0.035602,0.010101,0.067,2014-05-05 10:00:00,0.064,2014-05-04 10:00:00,0.063,2014-05-03 10:00:00,0.06,2014-04-10 11:00:00,NA,NA,NA,NA,0.063,0.056,0.051,0.049,0.043,0.038,0.032,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-16
"121",2,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5586,100,"Y",244,245,0,294,0,0,"Certified",0.044549,0.010511,0.073,2015-05-03 15:00:00,0.071,2015-05-04 12:00:00,0.068,2015-04-30 17:00:00,0.067,2015-05-02 16:00:00,NA,NA,NA,NA,0.068,0.067,0.06,0.057,0.052,0.046,0.03,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-13
"122",210,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5839,100,"Y",244,245,0,0,0,0,"Certified",0.04052,0.00999,0.067,2015-05-03 10:00:00,0.064,2015-04-30 10:00:00,0.064,2015-05-04 09:00:00,0.063,2015-05-02 11:00:00,NA,NA,NA,NA,0.064,0.06,0.057,0.053,0.047,0.041,0.027,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-13
"123",3,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5839,100,"Y",244,245,0,0,0,0,"Certified",0.04052,0.00999,0.067,2015-05-03 10:00:00,0.064,2015-04-30 10:00:00,0.064,2015-05-04 09:00:00,0.063,2015-05-02 11:00:00,NA,NA,NA,NA,0.064,0.06,0.057,0.053,0.047,0.041,0.027,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-13
"124",4,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4135,99,"Y",242,245,0,0,0,0,"Certified",0.040537,0.010042,0.067,2015-05-03 10:00:00,0.064,2015-04-30 10:00:00,0.064,2015-05-04 09:00:00,0.063,2015-05-02 11:00:00,NA,NA,NA,NA,0.064,0.06,0.057,0.053,0.047,0.042,0.026,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-13
"125",5,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5584,100,"Y",244,245,0,296,0,0,"Certified",0.043795,0.011986,0.078,2015-06-05 15:00:00,0.077,2015-07-15 15:00:00,0.077,2015-09-24 15:00:00,0.071,2015-06-04 14:00:00,NA,NA,NA,NA,0.077,0.071,0.063,0.059,0.052,0.043,0.028,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-13
"126",6,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5856,100,"Y",244,245,0,0,0,0,"Certified",0.038934,0.010695,0.064,2015-06-05 11:00:00,0.062,2015-10-15 11:00:00,0.061,2015-04-30 10:00:00,0.061,2015-09-24 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.054,0.046,0.039,0.025,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-13
"127",7,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5856,100,"Y",244,245,0,0,0,0,"Certified",0.038934,0.010695,0.064,2015-06-05 11:00:00,0.062,2015-10-15 11:00:00,0.061,2015-04-30 10:00:00,0.061,2015-09-24 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.054,0.046,0.039,0.025,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-13
"128",8,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4149,99,"Y",243,245,0,0,0,0,"Certified",0.038897,0.01081,0.064,2015-06-05 11:00:00,0.062,2015-10-15 11:00:00,0.061,2015-04-30 10:00:00,0.061,2015-09-24 10:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.054,0.046,0.039,0.025,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-13
"129",9,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5535,98,"Y",241,245,0,345,0,0,"Certified",0.038959,0.010883,0.067,2015-05-02 16:00:00,0.063,2015-03-29 16:00:00,0.063,2015-05-03 15:00:00,0.061,2015-04-30 12:00:00,NA,NA,NA,NA,0.063,0.061,0.055,0.052,0.048,0.039,0.024,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-13
"130",10,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5802,98,"Y",240,245,0,0,0,0,"Certified",0.034871,0.010603,0.063,2015-05-02 10:00:00,0.061,2015-05-03 10:00:00,0.059,2015-04-30 09:00:00,0.056,2015-08-14 10:00:00,NA,NA,NA,NA,0.059,0.055,0.051,0.048,0.044,0.035,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-13
"131",11,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5802,98,"Y",240,245,0,0,0,0,"Certified",0.034871,0.010603,0.063,2015-05-02 10:00:00,0.061,2015-05-03 10:00:00,0.059,2015-04-30 09:00:00,0.056,2015-08-14 10:00:00,NA,NA,NA,NA,0.059,0.055,0.051,0.048,0.044,0.035,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-13
"132",12,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4112,98,"Y",240,245,0,0,0,0,"Certified",0.034821,0.010723,0.063,2015-05-02 10:00:00,0.061,2015-05-03 10:00:00,0.059,2015-04-30 09:00:00,0.056,2015-08-14 10:00:00,NA,NA,NA,NA,0.059,0.055,0.051,0.048,0.044,0.035,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-13
"133",13,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5511,96,"Y",236,245,0,369,0,0,"Certified",0.041886,0.010638,0.065,2015-04-30 16:00:00,0.062,2015-03-17 16:00:00,0.062,2015-05-22 16:00:00,0.062,2015-05-23 14:00:00,NA,NA,NA,NA,0.062,0.062,0.059,0.055,0.05,0.043,0.028,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-13
"134",14,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5766,96,"Y",235,245,0,0,0,0,"Certified",0.037949,0.010058,0.062,2015-04-30 10:00:00,0.058,2015-05-03 09:00:00,0.058,2015-05-05 10:00:00,0.058,2015-06-07 09:00:00,NA,NA,NA,NA,0.058,0.057,0.053,0.051,0.045,0.038,0.024,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-13
"135",15,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5766,96,"Y",235,245,0,0,0,0,"Certified",0.037949,0.010058,0.062,2015-04-30 10:00:00,0.058,2015-05-03 09:00:00,0.058,2015-05-05 10:00:00,0.058,2015-06-07 09:00:00,NA,NA,NA,NA,0.058,0.057,0.053,0.051,0.045,0.038,0.024,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-13
"136",16,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4072,96,"Y",234,245,0,0,0,0,"Certified",0.03785,0.010169,0.062,2015-04-30 10:00:00,0.058,2015-05-03 09:00:00,0.058,2015-05-05 10:00:00,0.058,2015-06-07 09:00:00,NA,NA,NA,NA,0.058,0.057,0.053,0.051,0.045,0.038,0.024,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-13
"137",17,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5531,97,"Y",237,245,0,349,0,0,"Certified",0.042198,0.010908,0.074,2015-08-03 12:00:00,0.069,2015-04-19 15:00:00,0.069,2015-10-28 14:00:00,0.067,2015-08-14 11:00:00,NA,NA,NA,NA,0.069,0.067,0.062,0.057,0.049,0.041,0.028,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"138",18,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5784,97,"Y",237,245,0,0,0,0,"Certified",0.037468,0.010334,0.065,2015-05-03 09:00:00,0.064,2015-05-02 10:00:00,0.062,2015-10-16 09:00:00,0.061,2015-10-15 09:00:00,NA,NA,NA,NA,0.062,0.06,0.057,0.052,0.045,0.036,0.025,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"139",19,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5784,97,"Y",237,245,0,0,0,0,"Certified",0.037468,0.010334,0.065,2015-05-03 09:00:00,0.064,2015-05-02 10:00:00,0.062,2015-10-16 09:00:00,0.061,2015-10-15 09:00:00,NA,NA,NA,NA,0.062,0.06,0.057,0.052,0.045,0.036,0.025,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"140",20,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4092,96,"Y",236,245,0,0,0,0,"Certified",0.037364,0.010396,0.065,2015-05-03 09:00:00,0.064,2015-05-02 10:00:00,0.062,2015-10-16 09:00:00,0.061,2015-10-15 09:00:00,NA,NA,NA,NA,0.062,0.06,0.057,0.052,0.045,0.036,0.025,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"141",21,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5556,99,"Y",243,245,0,324,0,0,"Certified",0.045605,0.012624,0.078,2015-08-02 21:00:00,0.077,2015-09-08 12:00:00,0.075,2015-10-16 15:00:00,0.073,2015-08-01 15:00:00,NA,NA,NA,NA,0.075,0.072,0.068,0.062,0.054,0.045,0.029,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"142",22,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5822,98,"Y",241,245,0,0,0,0,"Certified",0.04044,0.011236,0.068,2015-05-02 09:00:00,0.067,2015-10-16 10:00:00,0.066,2015-08-02 17:00:00,0.065,2015-09-20 11:00:00,NA,NA,NA,NA,0.066,0.064,0.059,0.056,0.047,0.04,0.026,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"143",23,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2015,"Parts per million","No Events",5822,98,"Y",241,245,0,0,0,0,"Certified",0.04044,0.011236,0.068,2015-05-02 09:00:00,0.067,2015-10-16 10:00:00,0.066,2015-08-02 17:00:00,0.065,2015-09-20 11:00:00,NA,NA,NA,NA,0.066,0.064,0.059,0.056,0.047,0.04,0.026,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"144",24,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2015,"Parts per million","No Events",4129,98,"Y",241,245,0,0,0,0,"Certified",0.040353,0.011273,0.068,2015-05-02 09:00:00,0.067,2015-10-16 10:00:00,0.066,2015-08-02 17:00:00,0.065,2015-09-20 11:00:00,NA,NA,NA,NA,0.066,0.064,0.059,0.056,0.047,0.04,0.026,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
"145",25,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2015,"Parts per million","No Events",5127,91,"Y",223,245,0,753,0,0,"Certified",0.046103,0.012377,0.084,2015-10-15 12:00:00,0.082,2015-10-16 15:00:00,0.08,2015-08-02 16:00:00,0.08,2015-08-13 12:00:00,NA,NA,NA,NA,0.08,0.076,0.068,0.063,0.054,0.045,0.031,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-13
