"","...1","state_code","county_code","site_number","parameter_code","poc","latitude","longitude","datum","parameter","sample_duration_code","sample_duration","pollutant_standard","metric_used","method","year","units_of_measure","event_type","observation_count","observation_percent","validity_indicator","valid_day_count","required_day_count","exceptional_data_count","null_observation_count","primary_exceedance_count","secondary_exceedance_count","certification_indicator","arithmetic_mean","standard_deviation","first_max_value","first_max_datetime","second_max_value","second_max_datetime","third_max_value","third_max_datetime","fourth_max_value","fourth_max_datetime","first_max_nonoverlap_value","first_max_n_o_datetime","second_max_nonoverlap_value","second_max_n_o_datetime","ninety_ninth_percentile","ninety_eighth_percentile","ninety_fifth_percentile","ninetieth_percentile","seventy_fifth_percentile","fiftieth_percentile","tenth_percentile","local_site_name","site_address","state","county","city","cbsa_code","cbsa","date_of_last_change"
"193",33,28,"049","0021",44201,1,32.346722,-90.225667,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2016,"Parts per million","No Events",5537,98,"Y",241,245,0,343,0,0,"Certified",0.044988,0.01077,0.077,2016-06-09 13:00:00,0.075,2016-06-10 10:00:00,0.071,2016-10-25 13:00:00,0.07,2016-07-15 16:00:00,NA,NA,NA,NA,0.071,0.068,0.064,0.059,0.052,0.044,0.031,"Hinds CC","3925 Sunset Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-10
"194",34,28,"049","0021",44201,1,32.346722,-90.225667,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2016,"Parts per million","No Events",5808,98,"Y",240,245,0,0,0,0,"Certified",0.040413,0.010046,0.07,2016-06-09 09:00:00,0.066,2016-06-10 09:00:00,0.064,2016-10-25 09:00:00,0.063,2016-05-23 10:00:00,NA,NA,NA,NA,0.064,0.062,0.056,0.054,0.048,0.04,0.027,"Hinds CC","3925 Sunset Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-10
"195",35,28,"049","0021",44201,1,32.346722,-90.225667,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2016,"Parts per million","No Events",5808,98,"Y",240,245,0,0,0,0,"Certified",0.040413,0.010046,0.07,2016-06-09 09:00:00,0.066,2016-06-10 09:00:00,0.064,2016-10-25 09:00:00,0.063,2016-05-23 10:00:00,NA,NA,NA,NA,0.064,0.062,0.056,0.054,0.048,0.04,0.027,"Hinds CC","3925 Sunset Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-10
"196",36,28,"049","0021",44201,1,32.346722,-90.225667,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2016,"Parts per million","No Events",4115,98,"Y",240,245,0,0,0,0,"Certified",0.040313,0.010104,0.07,2016-06-09 09:00:00,0.066,2016-06-10 09:00:00,0.064,2016-10-25 09:00:00,0.063,2016-05-23 10:00:00,NA,NA,NA,NA,0.064,0.062,0.056,0.054,0.048,0.04,0.027,"Hinds CC","3925 Sunset Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-10
"197",37,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET",2016,"Parts per million","No Events",8290,99,"Y",243,245,0,494,0,0,"Certified",0.041934,0.009808,0.064,2016-05-07 16:00:00,0.063,2016-05-13 23:00:00,0.063,2016-08-08 17:00:00,0.062,2016-05-23 11:00:00,NA,NA,NA,NA,0.063,0.061,0.057,0.054,0.05,0.045,0.038,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-10
"198",38,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2016,"Parts per million","No Events",8657,99,"Y",242,245,0,0,0,0,"Certified",0.038045,0.009946,0.059,2016-05-23 10:00:00,0.057,2016-05-07 11:00:00,0.057,2016-05-13 13:00:00,0.057,2016-05-22 09:00:00,NA,NA,NA,NA,0.057,0.055,0.053,0.051,0.046,0.042,0.034,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-10
"199",39,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2016,"Parts per million","No Events",8657,99,"Y",242,245,0,0,0,0,"Certified",0.038045,0.009946,0.059,2016-05-23 10:00:00,0.057,2016-05-07 11:00:00,0.057,2016-05-13 13:00:00,0.057,2016-05-22 09:00:00,NA,NA,NA,NA,0.057,0.055,0.053,0.051,0.046,0.042,0.034,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-10
"200",40,28,"161","9991",44201,1,34.002747,-89.799183,"NAD83","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2016,"Parts per million","No Events",6133,99,"Y",243,245,0,0,0,0,"Certified",0.03784,0.009949,0.059,2016-05-23 10:00:00,0.057,2016-05-07 11:00:00,0.057,2016-05-13 13:00:00,0.057,2016-05-22 09:00:00,NA,NA,NA,NA,0.057,0.055,0.053,0.051,0.046,0.041,0.033,"Coffeeville","Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922","Mississippi","Yalobusha",NA,NA,NA,2021-11-10
"201",2,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5397,96,"Y",235,245,0,483,0,0,"Was Certified but data changed",0.042728,0.009362,0.07,2017-04-04 13:00:00,0.067,2017-05-09 15:00:00,0.065,2017-05-08 12:00:00,0.063,2017-04-08 16:00:00,NA,NA,NA,NA,0.065,0.063,0.059,0.053,0.049,0.043,0.03,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-07
"202",210,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5633,95,"Y",232,245,0,0,0,0,"Was Certified but data changed",0.038789,0.009404,0.063,2017-05-09 09:00:00,0.062,2017-05-08 10:00:00,0.06,2017-04-25 09:00:00,0.059,2017-04-04 11:00:00,NA,NA,NA,NA,0.06,0.059,0.056,0.05,0.045,0.039,0.026,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-07
"203",3,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5633,95,"Y",232,245,0,0,0,0,"Was Certified but data changed",0.038789,0.009404,0.063,2017-05-09 09:00:00,0.062,2017-05-08 10:00:00,0.06,2017-04-25 09:00:00,0.059,2017-04-04 11:00:00,NA,NA,NA,NA,0.06,0.059,0.056,0.05,0.045,0.039,0.026,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-07
"204",4,28,"011","0001",44201,1,33.746056,-90.723028,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",3990,94,"Y",230,245,0,0,0,0,"Was Certified but data changed",0.038904,0.009275,0.063,2017-05-09 09:00:00,0.062,2017-05-08 10:00:00,0.06,2017-04-25 09:00:00,0.059,2017-04-04 11:00:00,NA,NA,NA,NA,0.06,0.059,0.055,0.05,0.045,0.039,0.025,"Cleveland","213 N. BAYOU AVE.","Mississippi","Bolivar","Cleveland",17380,"Cleveland, MS",2021-11-07
"205",5,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5531,100,"Y",244,245,0,349,0,0,"Was Certified but data changed",0.045381,0.009883,0.072,2017-07-17 15:00:00,0.069,2017-08-09 16:00:00,0.067,2017-06-19 13:00:00,0.067,2017-09-27 12:00:00,NA,NA,NA,NA,0.067,0.066,0.061,0.059,0.052,0.046,0.031,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-07
"206",6,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5751,98,"Y",241,245,0,0,0,0,"Was Certified but data changed",0.040988,0.009641,0.07,2017-07-17 10:00:00,0.061,2017-05-09 10:00:00,0.061,2017-06-19 11:00:00,0.06,2017-04-09 09:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.053,0.047,0.042,0.027,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-07
"207",7,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5751,98,"Y",241,245,0,0,0,0,"Was Certified but data changed",0.040988,0.009641,0.07,2017-07-17 10:00:00,0.061,2017-05-09 10:00:00,0.061,2017-06-19 11:00:00,0.06,2017-04-09 09:00:00,NA,NA,NA,NA,0.061,0.06,0.056,0.053,0.047,0.042,0.027,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-07
"208",8,28,"033","0002",44201,1,34.82056,-89.98778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",4080,96,"Y",235,245,0,0,0,0,"Was Certified but data changed",0.040851,0.009935,0.07,2017-07-17 10:00:00,0.061,2017-05-09 10:00:00,0.061,2017-06-19 11:00:00,0.06,2017-04-09 09:00:00,NA,NA,NA,NA,0.061,0.06,0.057,0.053,0.047,0.042,0.027,"Hernando","5 EAST SOUTH ST. (HERNANDO)","Mississippi","DeSoto","Hernando",32820,"Memphis, TN-MS-AR",2021-11-07
"209",9,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5530,99,"Y",243,245,0,350,0,0,"Was Certified but data changed",0.039728,0.010608,0.062,2017-04-08 13:00:00,0.061,2017-05-02 15:00:00,0.06,2017-09-27 11:00:00,0.059,2017-09-14 14:00:00,NA,NA,NA,NA,0.06,0.058,0.056,0.053,0.049,0.041,0.024,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-07
"210",10,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5719,97,"Y",238,245,0,0,0,0,"Was Certified but data changed",0.035845,0.010386,0.058,2017-04-08 09:00:00,0.056,2017-05-02 11:00:00,0.055,2017-04-09 09:00:00,0.055,2017-05-26 10:00:00,NA,NA,NA,NA,0.055,0.055,0.052,0.049,0.044,0.037,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-07
"211",11,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5719,97,"Y",238,245,0,0,0,0,"Was Certified but data changed",0.035845,0.010386,0.058,2017-04-08 09:00:00,0.056,2017-05-02 11:00:00,0.055,2017-04-09 09:00:00,0.055,2017-05-26 10:00:00,NA,NA,NA,NA,0.055,0.055,0.052,0.049,0.044,0.037,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-07
"212",12,28,"075","0003",44201,1,32.364565,-88.731491,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",4079,99,"Y",243,245,0,0,0,0,"Was Certified but data changed",0.035749,0.010355,0.058,2017-04-08 09:00:00,0.056,2017-05-02 11:00:00,0.055,2017-04-09 09:00:00,0.055,2017-05-26 10:00:00,NA,NA,NA,NA,0.055,0.055,0.052,0.049,0.044,0.036,0.021,"Meridian","Hwy 19 and 53rd Ave","Mississippi","Lauderdale","Meridian",32940,"Meridian, MS",2021-11-07
"213",13,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5133,92,"Y",225,245,0,747,0,0,"Was Certified but data changed",0.042676,0.009685,0.062,2017-05-08 14:00:00,0.061,2017-03-23 15:00:00,0.061,2017-04-13 12:00:00,0.06,2017-05-03 12:00:00,NA,NA,NA,NA,0.061,0.059,0.057,0.055,0.049,0.044,0.028,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-07
"214",14,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5345,92,"Y",225,245,0,0,0,0,"Was Certified but data changed",0.038831,0.009606,0.058,2017-04-13 10:00:00,0.058,2017-05-08 10:00:00,0.057,2017-03-23 12:00:00,0.055,2017-04-09 10:00:00,NA,NA,NA,NA,0.057,0.055,0.054,0.052,0.045,0.04,0.025,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-07
"215",15,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5345,92,"Y",225,245,0,0,0,0,"Was Certified but data changed",0.038831,0.009606,0.058,2017-04-13 10:00:00,0.058,2017-05-08 10:00:00,0.057,2017-03-23 12:00:00,0.055,2017-04-09 10:00:00,NA,NA,NA,NA,0.057,0.055,0.054,0.052,0.045,0.04,0.025,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-07
"216",16,28,"081","0005",44201,1,34.264917,-88.766222,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",3784,88,"Y",215,245,0,0,0,0,"Was Certified but data changed",0.038991,0.009691,0.058,2017-04-13 10:00:00,0.058,2017-05-08 10:00:00,0.057,2017-03-23 12:00:00,0.055,2017-04-09 10:00:00,NA,NA,NA,NA,0.057,0.055,0.054,0.052,0.045,0.041,0.025,"TUPELO AIRPORT NEAR OLD NWS OFFICE","West Jackson at Tupelo Airport","Mississippi","Lee","Tupelo",46180,"Tupelo, MS",2021-11-07
"217",17,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5433,97,"Y",237,245,0,447,0,0,"Was Certified but data changed",0.044414,0.011255,0.072,2017-05-07 16:00:00,0.068,2017-04-01 12:00:00,0.066,2017-05-06 15:00:00,0.064,2017-04-04 13:00:00,NA,NA,NA,NA,0.066,0.064,0.062,0.06,0.052,0.045,0.029,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"218",18,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5701,96,"Y",236,245,0,0,0,0,"Was Certified but data changed",0.039983,0.010792,0.063,2017-05-07 10:00:00,0.062,2017-04-01 10:00:00,0.06,2017-04-25 10:00:00,0.06,2017-05-06 10:00:00,NA,NA,NA,NA,0.06,0.06,0.058,0.054,0.048,0.041,0.026,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"219",19,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5701,96,"Y",236,245,0,0,0,0,"Was Certified but data changed",0.039983,0.010792,0.063,2017-05-07 10:00:00,0.062,2017-04-01 10:00:00,0.06,2017-04-25 10:00:00,0.06,2017-05-06 10:00:00,NA,NA,NA,NA,0.06,0.06,0.058,0.054,0.048,0.041,0.026,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"220",20,28,"045","0003",44201,1,30.300833,-89.395916,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",4043,97,"Y",237,245,0,0,0,0,"Was Certified but data changed",0.039662,0.010795,0.063,2017-05-07 10:00:00,0.062,2017-04-01 10:00:00,0.06,2017-04-25 10:00:00,0.06,2017-05-06 10:00:00,NA,NA,NA,NA,0.06,0.06,0.058,0.054,0.048,0.04,0.026,"Waveland","400 Baltic St","Mississippi","Hancock","Waveland",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"221",21,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5300,96,"Y",236,245,0,580,0,0,"Was Certified but data changed",0.045064,0.012397,0.078,2017-05-08 15:00:00,0.075,2017-09-28 16:00:00,0.074,2017-07-28 12:00:00,0.069,2017-09-29 14:00:00,NA,NA,NA,NA,0.074,0.068,0.065,0.061,0.054,0.046,0.027,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"222",22,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5558,93,"Y",229,245,0,0,0,0,"Was Certified but data changed",0.040843,0.011658,0.071,2017-05-08 11:00:00,0.066,2017-05-07 16:00:00,0.066,2017-05-10 09:00:00,0.064,2017-04-25 09:00:00,NA,NA,NA,NA,0.066,0.063,0.06,0.055,0.049,0.041,0.025,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"223",23,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5558,93,"Y",229,245,0,0,0,0,"Was Certified but data changed",0.040843,0.011658,0.071,2017-05-08 11:00:00,0.066,2017-05-07 16:00:00,0.066,2017-05-10 09:00:00,0.064,2017-04-25 09:00:00,NA,NA,NA,NA,0.066,0.063,0.06,0.055,0.049,0.041,0.025,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"224",24,28,"059","0006",44201,1,30.378287,-88.53393,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",3955,94,"Y",230,245,0,0,1,1,"Was Certified but data changed",0.040613,0.011735,0.071,2017-05-08 11:00:00,0.066,2017-05-07 16:00:00,0.066,2017-05-10 09:00:00,0.064,2017-04-25 09:00:00,NA,NA,NA,NA,0.066,0.063,0.06,0.055,0.049,0.041,0.025,"Pascagoula","Hospital Road at Co. Health Dept.","Mississippi","Jackson","Pascagoula",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"225",25,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",5268,94,"Y",230,245,0,612,0,0,"Was Certified but data changed",0.045017,0.011998,0.082,2017-10-13 14:00:00,0.076,2017-05-08 14:00:00,0.075,2017-05-07 16:00:00,0.071,2017-05-09 11:00:00,NA,NA,NA,NA,0.075,0.07,0.066,0.062,0.053,0.046,0.03,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"226",26,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5508,93,"Y",227,245,0,0,0,0,"Was Certified but data changed",0.040172,0.011402,0.072,2017-05-08 10:00:00,0.068,2017-05-07 14:00:00,0.064,2017-04-25 09:00:00,0.064,2017-05-09 09:00:00,NA,NA,NA,NA,0.064,0.063,0.06,0.055,0.048,0.04,0.026,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"227",27,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",5508,93,"Y",227,245,0,0,0,0,"Was Certified but data changed",0.040172,0.011402,0.072,2017-05-08 10:00:00,0.068,2017-05-07 14:00:00,0.064,2017-04-25 09:00:00,0.064,2017-05-09 09:00:00,NA,NA,NA,NA,0.064,0.063,0.06,0.055,0.048,0.04,0.026,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"228",28,28,"047","0008",44201,1,30.390369,-89.049778,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",3902,91,"Y",223,245,0,0,1,1,"Was Certified but data changed",0.040175,0.011272,0.072,2017-05-08 10:00:00,0.068,2017-05-07 14:00:00,0.064,2017-04-25 09:00:00,0.064,2017-05-09 09:00:00,NA,NA,NA,NA,0.064,0.063,0.06,0.054,0.048,0.04,0.026,"Gulfport Youth Court","47 Maple Street","Mississippi","Harrison","Gulfport",25060,"Gulfport-Biloxi-Pascagoula, MS",2021-11-07
"229",29,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","1","1 HOUR","Ozone 1-hour 1979","Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM)","INSTRUMENTAL - ULTRA VIOLET ABSORPTION",2017,"Parts per million","No Events",7758,90,"Y",329,365,0,1002,0,0,"Was Certified but data changed",0.040243,0.009994,0.07,2017-05-08 11:00:00,0.068,2017-05-09 12:00:00,0.067,2017-05-02 16:00:00,0.061,2017-04-25 16:00:00,NA,NA,NA,NA,0.061,0.059,0.056,0.053,0.047,0.04,0.027,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-07
"230",30,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 1997","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",8013,87,"Y",319,365,0,0,0,0,"Was Certified but data changed",0.035423,0.009821,0.067,2017-05-08 09:00:00,0.063,2017-05-02 10:00:00,0.059,2017-04-25 10:00:00,0.059,2017-05-09 09:00:00,NA,NA,NA,NA,0.059,0.056,0.051,0.047,0.043,0.036,0.023,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-07
"231",31,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-Hour 2008","Daily maximum of 8 hour running average of observed hourly values",NA,2017,"Parts per million","No Events",8013,87,"Y",319,365,0,0,0,0,"Was Certified but data changed",0.035423,0.009821,0.067,2017-05-08 09:00:00,0.063,2017-05-02 10:00:00,0.059,2017-04-25 10:00:00,0.059,2017-05-09 09:00:00,NA,NA,NA,NA,0.059,0.056,0.051,0.047,0.043,0.036,0.023,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-07
"232",32,28,"049","0020",44201,1,32.329111,-90.182722,"WGS84","Ozone","W","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","Daily maximum of 8-hour running average",NA,2017,"Parts per million","No Events",5684,89,"Y",325,365,0,0,0,0,"Was Certified but data changed",0.03544,0.009845,0.067,2017-05-08 09:00:00,0.063,2017-05-02 10:00:00,0.059,2017-04-25 10:00:00,0.059,2017-05-09 09:00:00,NA,NA,NA,NA,0.059,0.056,0.051,0.047,0.043,0.036,0.023,"Jackson NCORE","232 East Woodrow Wilson Drive","Mississippi","Hinds","Jackson",27140,"Jackson, MS",2021-11-07
